,Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,YearBuilt,CouncilArea,Regionname,Lattitude,Longtitude,BuildingArea,zipcode_int,airbnb_price_mean,airbnb_record_count
12174,Niddrie,5,h,1215000.0,10.4,3042.0,5.0,2.0,2.0,,,Western Metropolitan,-37.74269,144.88607,,3042.0,81.57142857142857,35.0
12175,Niddrie,2,h,1300000.0,10.4,3042.0,2.0,1.0,1.0,2016.0,,Western Metropolitan,-37.74016,144.88805,380.0,3042.0,81.57142857142857,35.0
12176,North Melbourne,2,h,1100000.0,1.8,3051.0,2.0,1.0,0.0,1880.0,,Northern Metropolitan,-37.80318,144.94513,,3051.0,112.23372781065089,338.0
12177,North Melbourne,3,h,1425000.0,1.8,3051.0,3.0,1.0,3.0,,,Northern Metropolitan,-37.80452,144.95718,,3051.0,112.23372781065089,338.0
12178,North Melbourne,3,h,1550000.0,1.8,3051.0,3.0,2.0,1.0,,,Northern Metropolitan,-37.79614,144.94248000000005,,3051.0,112.23372781065089,338.0
12179,Northcote,2,h,1386000.0,5.3,3070.0,2.0,1.0,0.0,,,Northern Metropolitan,-37.77816,144.99995,,3070.0,113.28169014084507,284.0
12180,Northcote,4,h,1700000.0,5.3,3070.0,4.0,3.0,4.0,,,Northern Metropolitan,-37.76969,145.00718,,3070.0,113.28169014084507,284.0
12181,Oakleigh,4,h,1150000.0,12.3,3166.0,4.0,2.0,2.0,1940.0,,Southern Metropolitan,-37.9073,145.0962,175.0,3166.0,113.14285714285714,70.0
12182,Oakleigh South,3,h,1140000.0,15.5,3167.0,3.0,1.0,4.0,,,South-Eastern Metropolitan,-37.92021,145.10442,,3167.0,107.21739130434783,23.0
12183,Ormond,5,h,2110000.0,11.4,3204.0,5.0,3.0,4.0,1980.0,,Southern Metropolitan,-37.90422,145.02827,245.0,3204.0,114.6125,80.0
12184,Parkdale,4,h,1320000.0,21.5,3195.0,4.0,2.0,5.0,1950.0,,South-Eastern Metropolitan,-37.99806,145.08829,179.0,3195.0,143.04225352112675,71.0
12185,Parkdale,2,u,672000.0,21.5,3195.0,2.0,1.0,1.0,,,South-Eastern Metropolitan,-37.99515,145.08222,,3195.0,143.04225352112675,71.0
12186,Pascoe Vale,3,t,676000.0,8.5,3044.0,3.0,2.0,2.0,2012.0,,Northern Metropolitan,-37.72304000000001,144.92864,108.0,3044.0,98.95,40.0
12187,Pascoe Vale,2,t,500000.0,8.5,3044.0,2.0,2.0,1.0,2011.0,,Northern Metropolitan,-37.72184,144.92969,,3044.0,98.95,40.0
12188,Pascoe Vale,3,h,1010000.0,8.5,3044.0,3.0,1.0,2.0,1970.0,,Northern Metropolitan,-37.72777,144.9339,,3044.0,98.95,40.0
12189,Pascoe Vale,4,h,1375000.0,8.5,3044.0,4.0,2.0,2.0,,,Northern Metropolitan,-37.71746,144.92955,,3044.0,98.95,40.0
12190,Point Cook,3,h,540000.0,14.7,3030.0,3.0,2.0,2.0,2011.0,,Western Metropolitan,-37.9105,144.73457,135.0,3030.0,115.74806201550388,258.0
12191,Port Melbourne,2,u,820000.0,3.5,3207.0,2.0,2.0,2.0,,,Southern Metropolitan,-37.84079000000001,144.94002,,3207.0,200.2101167315175,257.0
12192,Port Melbourne,3,h,1764000.0,3.5,3207.0,3.0,2.0,,1900.0,,Southern Metropolitan,-37.83509,144.94224,133.0,3207.0,200.2101167315175,257.0
12193,Port Melbourne,4,h,2625000.0,3.5,3207.0,4.0,3.0,2.0,,,Southern Metropolitan,-37.83247,144.94212,,3207.0,200.2101167315175,257.0
12194,Prahran,2,h,1400000.0,4.6,3181.0,2.0,1.0,0.0,,,Southern Metropolitan,-37.85491,145.00373000000005,,3181.0,148.1695652173913,460.0
12195,Reservoir,4,h,750000.0,12.0,3073.0,4.0,1.0,6.0,,,Northern Metropolitan,-37.69693,145.0079,,3073.0,273.9264705882353,68.0
12196,Reservoir,3,h,861000.0,12.0,3073.0,3.0,2.0,3.0,1950.0,,Northern Metropolitan,-37.72747,145.00035,135.0,3073.0,273.9264705882353,68.0
12197,Reservoir,3,h,612500.0,12.0,3073.0,3.0,1.0,1.0,1950.0,,Northern Metropolitan,-37.72924,145.02981,128.0,3073.0,273.9264705882353,68.0
12198,Reservoir,3,h,906000.0,12.0,3073.0,3.0,1.0,2.0,,,Northern Metropolitan,-37.70931,145.01434,,3073.0,273.9264705882353,68.0
12199,Reservoir,3,h,758000.0,12.0,3073.0,3.0,1.0,2.0,,,Northern Metropolitan,-37.69968,145.0054,,3073.0,273.9264705882353,68.0
12200,Reservoir,4,h,900000.0,12.0,3073.0,4.0,1.0,4.0,1950.0,,Northern Metropolitan,-37.72328,145.01862,119.0,3073.0,273.9264705882353,68.0
12201,Reservoir,2,h,762000.0,12.0,3073.0,2.0,1.0,1.0,,,Northern Metropolitan,-37.72422,145.00141000000005,,3073.0,273.9264705882353,68.0
12202,Richmond,4,h,2368000.0,2.4,3121.0,4.0,1.0,3.0,,,Northern Metropolitan,-37.82483,145.00111,,3121.0,162.26273885350318,628.0
12203,Ringwood,3,h,1120000.0,19.9,3134.0,3.0,1.0,2.0,1960.0,,Eastern Metropolitan,-37.82136,145.22496999999996,106.0,3134.0,116.58928571428571,56.0
12204,Roxburgh Park,4,h,570000.0,20.6,3064.0,4.0,2.0,2.0,2000.0,,Northern Metropolitan,-37.61419,144.93448,0.0,3064.0,71.4047619047619,42.0
12205,Roxburgh Park,3,h,515000.0,20.6,3064.0,3.0,2.0,2.0,2000.0,,Northern Metropolitan,-37.62554,144.92006,,3064.0,71.4047619047619,42.0
12206,South Melbourne,2,h,1137000.0,1.9,3205.0,2.0,1.0,,,,Southern Metropolitan,-37.83704,144.95606,79.0,3205.0,214.84666666666666,300.0
12207,South Yarra,2,u,860000.0,2.7,3141.0,2.0,1.0,1.0,,,Southern Metropolitan,-37.83652,144.98522,,3141.0,157.91259931895573,881.0
12208,Springvale,4,h,1080000.0,20.8,3171.0,4.0,2.0,3.0,,,South-Eastern Metropolitan,-37.9484,145.15663,,3171.0,67.85714285714286,21.0
12209,Springvale South,4,h,850000.0,22.2,3172.0,4.0,2.0,2.0,,,South-Eastern Metropolitan,-37.97291,145.15334,,3172.0,79.66666666666667,12.0
12210,St Albans,3,h,645000.0,14.0,3021.0,3.0,1.0,0.0,1960.0,,Western Metropolitan,-37.74845,144.8144,138.0,3021.0,81.65,20.0
12211,Strathmore,3,h,1280000.0,8.2,3041.0,3.0,3.0,2.0,1960.0,,Western Metropolitan,-37.71965,144.90831,302.0,3041.0,106.125,8.0
12212,Sunbury,4,h,570000.0,31.7,3429.0,4.0,2.0,2.0,1995.0,,Western Metropolitan,-37.57029,144.71163,174.0,3429.0,131.29166666666666,24.0
12213,Sunbury,4,h,540000.0,31.7,3429.0,4.0,2.0,2.0,1995.0,,Western Metropolitan,-37.56284,144.71187,161.0,3429.0,131.29166666666666,24.0
12214,Sunbury,3,h,482000.0,31.7,3429.0,3.0,2.0,4.0,1975.0,,Western Metropolitan,-37.58196,144.71066000000005,138.0,3429.0,131.29166666666666,24.0
12215,Sunbury,3,h,662000.0,31.7,3429.0,3.0,1.0,2.0,,,Western Metropolitan,-37.58319,144.73685,,3429.0,131.29166666666666,24.0
12216,Sunshine North,4,h,640000.0,10.5,3020.0,4.0,1.0,1.0,,,Western Metropolitan,-37.76899,144.82525,,3020.0,69.55555555555556,45.0
12217,Sunshine North,2,h,732500.0,10.5,3020.0,2.0,1.0,3.0,,,Western Metropolitan,-37.76701,144.84444,,3020.0,69.55555555555556,45.0
12218,Sunshine West,3,h,713500.0,10.5,3020.0,3.0,1.0,2.0,1968.0,,Western Metropolitan,-37.79128,144.82362,131.0,3020.0,69.55555555555556,45.0
12219,Taylors Lakes,3,h,705000.0,15.5,3038.0,3.0,2.0,1.0,1980.0,,Western Metropolitan,-37.71254,144.80836000000005,138.0,3038.0,91.0,8.0
12220,Thornbury,3,h,1375000.0,7.0,3071.0,4.0,2.0,3.0,1950.0,,Northern Metropolitan,-37.75968,145.02305,145.0,3071.0,125.00877192982456,114.0
12221,Thornbury,3,t,900000.0,7.0,3071.0,3.0,2.0,2.0,2000.0,,Northern Metropolitan,-37.76343,145.02096,0.0,3071.0,125.00877192982456,114.0
12222,Tullamarine,3,h,782000.0,12.9,3043.0,3.0,2.0,6.0,,,Western Metropolitan,-37.6966,144.87746,,3043.0,114.82758620689656,29.0
12223,Warrandyte,4,h,1420000.0,21.1,3113.0,4.0,3.0,2.0,,,Eastern Metropolitan,-37.7396,145.22218999999996,,3113.0,281.93548387096774,31.0
12224,Werribee,4,h,630000.0,14.7,3030.0,4.0,2.0,2.0,2001.0,,Western Metropolitan,-37.87215,144.65608,163.0,3030.0,115.74806201550388,258.0
12225,Werribee,4,h,490500.0,14.7,3030.0,4.0,2.0,2.0,,,Western Metropolitan,-37.88639000000001,144.6555,,3030.0,115.74806201550388,258.0
12226,Werribee,3,h,510000.0,14.7,3030.0,3.0,1.0,1.0,1970.0,,Western Metropolitan,-37.89152,144.68345,123.0,3030.0,115.74806201550388,258.0
12227,West Footscray,3,h,660000.0,6.4,3012.0,3.0,2.0,2.0,,,Western Metropolitan,-37.80782,144.86586,,3012.0,112.63157894736842,76.0
12228,West Melbourne,3,h,1460000.0,3.1,3003.0,3.0,1.0,1.0,,,Northern Metropolitan,-37.80557,144.94648999999995,,3003.0,130.20599250936328,267.0
12229,Wheelers Hill,4,h,1223000.0,16.7,3150.0,4.0,3.0,2.0,,,South-Eastern Metropolitan,-37.90248,145.187,,3150.0,124.02645502645503,189.0
12230,Wheelers Hill,3,h,950000.0,16.7,3150.0,3.0,2.0,3.0,,,South-Eastern Metropolitan,-37.91101,145.17293,,3150.0,124.02645502645503,189.0
12231,Wheelers Hill,5,h,1206000.0,16.7,3150.0,5.0,2.0,2.0,,,South-Eastern Metropolitan,-37.89856,145.17682,,3150.0,124.02645502645503,189.0
12232,Wheelers Hill,4,h,1678000.0,16.7,3150.0,4.0,2.0,2.0,,,South-Eastern Metropolitan,-37.90306,145.18171,,3150.0,124.02645502645503,189.0
12233,Williamstown,4,h,1630000.0,6.8,3016.0,4.0,3.0,2.0,,,Western Metropolitan,-37.86338,144.88322,,3016.0,191.09459459459458,74.0
12234,Windsor,3,t,1525000.0,4.6,3181.0,3.0,2.0,2.0,,,Southern Metropolitan,-37.8567,144.99665,,3181.0,148.1695652173913,460.0
12235,Yarraville,3,h,890000.0,6.3,3013.0,3.0,1.0,,1906.0,,Western Metropolitan,-37.8195,144.88908,123.0,3013.0,135.609756097561,82.0
12236,Aberfeldie,3,h,1195000.0,7.5,3040.0,3.0,2.0,2.0,,,Western Metropolitan,-37.75629,144.90626,,3040.0,114.14285714285714,56.0
12237,Airport West,3,h,1000001.0,10.4,3042.0,3.0,2.0,1.0,2017.0,,Western Metropolitan,-37.72812,144.88735,163.0,3042.0,81.57142857142857,35.0
12238,Airport West,3,h,1064000.0,10.4,3042.0,3.0,1.0,1.0,,,Western Metropolitan,-37.7218,144.88391,,3042.0,81.57142857142857,35.0
12239,Albion,3,u,675000.0,10.5,3020.0,3.0,1.0,1.0,,,Western Metropolitan,-37.77933,144.81679,,3020.0,69.55555555555556,45.0
12240,Alphington,3,h,1170000.0,5.7,3078.0,3.0,1.0,1.0,1994.0,,Northern Metropolitan,-37.7753,145.0267,126.0,3078.0,111.20270270270271,74.0
12241,Altona,2,u,458000.0,11.0,3018.0,2.0,1.0,1.0,1975.0,,Western Metropolitan,-37.86933,144.81704,75.0,3018.0,85.62162162162163,37.0
12242,Ascot Vale,3,h,870000.0,4.3,3032.0,3.0,2.0,3.0,1950.0,,Western Metropolitan,-37.7822,144.92042,92.0,3032.0,111.61363636363636,176.0
12243,Ascot Vale,3,u,870000.0,4.3,3032.0,3.0,2.0,1.0,1900.0,,Western Metropolitan,-37.78344,144.92183,178.0,3032.0,111.61363636363636,176.0
12244,Ashburton,4,h,1550000.0,10.2,3147.0,4.0,2.0,2.0,,,Southern Metropolitan,-37.87042,145.08099,,3147.0,82.75862068965517,29.0
12245,Aspendale,3,h,780000.0,21.5,3195.0,3.0,1.0,2.0,1955.0,,South-Eastern Metropolitan,-38.01908,145.09702,91.0,3195.0,143.04225352112675,71.0
12246,Aspendale Gardens,3,h,880000.0,21.5,3195.0,3.0,2.0,1.0,,,South-Eastern Metropolitan,-38.01909000000001,145.1125,,3195.0,143.04225352112675,71.0
12247,Attwood,3,h,640000.0,16.5,3049.0,3.0,2.0,2.0,,,Northern Metropolitan,-37.67379,144.89826000000005,,3049.0,92.28571428571429,21.0
12248,Balwyn,5,h,2750000.0,7.9,3103.0,5.0,5.0,2.0,2016.0,,Southern Metropolitan,-37.80563,145.10304,397.0,3103.0,105.26315789473684,57.0
12249,Balwyn North,4,h,1950000.0,9.7,3104.0,4.0,3.0,1.0,,,Southern Metropolitan,-37.79609,145.08478,,3104.0,97.26829268292683,41.0
12250,Balwyn North,4,h,2000000.0,9.7,3104.0,4.0,2.0,5.0,2007.0,,Southern Metropolitan,-37.78971,145.09546,300.0,3104.0,97.26829268292683,41.0
12251,Bayswater North,4,h,900000.0,23.2,3153.0,4.0,2.0,2.0,1975.0,,Eastern Metropolitan,-37.82778,145.28958,193.0,3153.0,91.75,16.0
12252,Beaumaris,3,h,1750000.0,17.3,3193.0,3.0,2.0,2.0,,,Southern Metropolitan,-37.99007,145.03588,,3193.0,215.92857142857142,42.0
12253,Beaumaris,3,h,1354000.0,17.3,3193.0,3.0,1.0,2.0,1950.0,,Southern Metropolitan,-37.97289,145.05078999999995,124.0,3193.0,215.92857142857142,42.0
12254,Bentleigh,3,h,1532000.0,11.4,3204.0,3.0,1.0,2.0,,,Southern Metropolitan,-37.92716,145.03778,,3204.0,114.6125,80.0
12255,Bentleigh,4,h,2151000.0,11.4,3204.0,4.0,3.0,2.0,1975.0,,Southern Metropolitan,-37.91637,145.05177,,3204.0,114.6125,80.0
12256,Black Rock,4,h,1720000.0,17.3,3193.0,4.0,2.0,2.0,1950.0,,Southern Metropolitan,-37.97951,145.02515,,3193.0,215.92857142857142,42.0
12257,Black Rock,4,h,2000000.0,17.3,3193.0,4.0,2.0,4.0,,,Southern Metropolitan,-37.9757,145.02535,,3193.0,215.92857142857142,42.0
12258,Blackburn,3,h,1390000.0,13.4,3130.0,3.0,2.0,3.0,1945.0,,Eastern Metropolitan,-37.81231,145.1642,194.0,3130.0,102.57627118644068,59.0
12259,Blackburn North,4,h,1151000.0,13.4,3130.0,4.0,2.0,2.0,,,Eastern Metropolitan,-37.80096,145.1488,,3130.0,102.57627118644068,59.0
12260,Braybrook,3,h,834500.0,8.6,3019.0,3.0,1.0,4.0,,,Western Metropolitan,-37.78481,144.8623,,3019.0,90.46666666666667,15.0
12261,Broadmeadows,3,h,649000.0,14.0,3047.0,3.0,1.0,1.0,,,Northern Metropolitan,-37.69103,144.91857,,3047.0,63.857142857142854,21.0
12262,Broadmeadows,4,h,753000.0,14.0,3047.0,4.0,1.0,2.0,,,Northern Metropolitan,-37.68563,144.92998,,3047.0,63.857142857142854,21.0
12263,Brunswick West,3,h,875000.0,5.2,3055.0,3.0,1.0,1.0,1910.0,,Northern Metropolitan,-37.75918,144.94829,106.0,3055.0,87.82758620689656,87.0
12264,Brunswick West,4,h,1250000.0,5.2,3055.0,4.0,2.0,2.0,2004.0,,Northern Metropolitan,-37.75465,144.94144,180.0,3055.0,87.82758620689656,87.0
12265,Brunswick West,2,h,1225000.0,5.2,3055.0,2.0,1.0,2.0,1930.0,,Northern Metropolitan,-37.75772,144.94349,495.0,3055.0,87.82758620689656,87.0
12266,Bulleen,3,h,980000.0,10.8,3105.0,3.0,2.0,1.0,1970.0,,Eastern Metropolitan,-37.77892,145.09281,161.0,3105.0,116.26086956521739,23.0
12267,Bundoora,4,h,758000.0,12.1,3083.0,4.0,3.0,2.0,2010.0,,Northern Metropolitan,-37.67998,145.07345,331.0,3083.0,84.13793103448276,87.0
12268,Burwood,4,h,1750000.0,10.4,3125.0,4.0,2.0,4.0,2000.0,,Southern Metropolitan,-37.84248,145.10181,258.0,3125.0,88.14754098360656,61.0
12269,Carlton,3,h,1263000.0,1.6,3053.0,3.0,1.0,1.0,1880.0,,Northern Metropolitan,-37.79667,144.97204,128.0,3053.0,111.76765799256506,538.0
12270,Carlton,2,h,800000.0,1.6,3053.0,2.0,1.0,,,,Northern Metropolitan,-37.79294,144.97283000000004,,3053.0,111.76765799256506,538.0
12271,Carlton North,2,h,1065000.0,3.5,3054.0,2.0,1.0,,,,Northern Metropolitan,-37.78791,144.96938,,3054.0,121.39855072463769,138.0
12272,Carlton North,2,h,950000.0,3.5,3054.0,2.0,1.0,,,,Northern Metropolitan,-37.7899,144.97111999999996,,3054.0,121.39855072463769,138.0
12273,Cheltenham,3,h,948000.0,17.9,3192.0,3.0,1.0,2.0,,,Southern Metropolitan,-37.96258,145.08038,,3192.0,115.06666666666666,60.0
12274,Clayton South,3,h,850000.0,17.5,3169.0,3.0,1.0,2.0,,,South-Eastern Metropolitan,-37.93086,145.11073000000005,,3169.0,82.6896551724138,29.0
12275,Clayton South,3,h,985000.0,17.5,3169.0,3.0,1.0,2.0,1950.0,,South-Eastern Metropolitan,-37.93539000000001,145.11986000000005,98.0,3169.0,82.6896551724138,29.0
12276,Clayton South,3,h,1250500.0,17.5,3169.0,3.0,1.0,2.0,,,South-Eastern Metropolitan,-37.95988,145.13279,,3169.0,82.6896551724138,29.0
12277,Clayton South,3,h,805000.0,17.5,3169.0,3.0,1.0,1.0,,,South-Eastern Metropolitan,-37.94128,145.11406000000005,,3169.0,82.6896551724138,29.0
12278,Clifton Hill,2,h,1320000.0,3.6,3068.0,2.0,1.0,1.0,1890.0,,Northern Metropolitan,-37.79158,144.99586000000005,,3068.0,126.01298701298701,308.0
12279,Coburg,3,h,1326000.0,6.7,3058.0,3.0,1.0,2.0,,,Northern Metropolitan,-37.75392,144.97468999999995,,3058.0,103.10526315789474,133.0
12280,Collingwood,2,u,1250000.0,2.0,3066.0,2.0,2.0,2.0,,,Northern Metropolitan,-37.80236,144.98481999999996,,3066.0,145.989898989899,297.0
12281,Craigieburn,4,h,595000.0,20.6,3064.0,4.0,1.0,0.0,1990.0,,Northern Metropolitan,-37.61114,144.93683,110.0,3064.0,71.4047619047619,42.0
12282,Cremorne,2,h,1200000.0,2.4,3121.0,2.0,1.0,,,,Northern Metropolitan,-37.82647,144.99264,,3121.0,162.26273885350318,628.0
12283,Deer Park,3,h,589000.0,14.8,3023.0,3.0,2.0,2.0,1996.0,,Western Metropolitan,-37.7687,144.75833,125.0,3023.0,92.6,35.0
12284,Derrimut,3,h,630000.0,14.7,3030.0,3.0,2.0,2.0,,,Western Metropolitan,-37.79691,144.7669,,3030.0,115.74806201550388,258.0
12285,Diamond Creek,4,h,745000.0,21.8,3089.0,4.0,2.0,2.0,,,Northern Victoria,-37.67515,145.1655,,3089.0,81.16666666666667,6.0
12286,Dingley Village,4,h,952000.0,22.2,3172.0,4.0,2.0,3.0,1970.0,,South-Eastern Metropolitan,-37.98145,145.12833999999995,168.0,3172.0,79.66666666666667,12.0
12287,Doncaster,4,h,1255000.0,12.4,3108.0,4.0,2.0,1.0,,,Eastern Metropolitan,-37.77109,145.1338,,3108.0,128.82978723404256,141.0
12288,Doncaster,5,h,1540500.0,12.4,3108.0,5.0,2.0,2.0,,,Eastern Metropolitan,-37.78133,145.10833,,3108.0,128.82978723404256,141.0
12289,Doncaster East,3,h,1209000.0,14.3,3109.0,3.0,1.0,2.0,,,Eastern Metropolitan,-37.78649,145.16773999999995,,3109.0,117.0,53.0
12290,Doncaster East,5,h,1730000.0,14.3,3109.0,5.0,2.0,2.0,,,Eastern Metropolitan,-37.78658,145.16086,,3109.0,117.0,53.0
12291,Doncaster East,5,h,1510000.0,14.3,3109.0,5.0,2.0,3.0,,,Eastern Metropolitan,-37.79348,145.15241,,3109.0,117.0,53.0
12292,Doncaster East,4,h,1600000.0,14.3,3109.0,4.0,3.0,2.0,1970.0,,Eastern Metropolitan,-37.76888,145.17044,306.0,3109.0,117.0,53.0
12293,Donvale,2,u,718500.0,16.1,3111.0,2.0,1.0,1.0,,,Eastern Metropolitan,-37.80528,145.19057,,3111.0,151.8,10.0
12294,Doreen,3,h,481000.0,25.9,3754.0,3.0,2.0,1.0,2011.0,,Northern Victoria,-37.5875,145.11883999999995,150.0,3754.0,115.15789473684211,19.0
12295,Eltham,2,u,566000.0,18.0,3095.0,2.0,1.0,1.0,,,Eastern Metropolitan,-37.71513,145.15323999999995,,3095.0,112.0,29.0
12296,Eltham North,4,h,950000.0,18.0,3095.0,4.0,2.0,2.0,1990.0,,Eastern Metropolitan,-37.68739,145.14437,198.0,3095.0,112.0,29.0
12297,Elwood,3,h,1400000.0,7.2,3184.0,3.0,2.0,,1890.0,,Southern Metropolitan,-37.87614,144.99081,122.0,3184.0,147.45373134328358,335.0
12298,Elwood,2,h,1450000.0,7.2,3184.0,2.0,2.0,,,,Southern Metropolitan,-37.87816,144.99069,,3184.0,147.45373134328358,335.0
12299,Epping,3,h,375000.0,19.6,3076.0,3.0,1.0,1.0,2011.0,,Northern Metropolitan,-37.63011,145.02936,,3076.0,51.529411764705884,17.0
12300,Epping,3,h,641000.0,19.6,3076.0,3.0,2.0,2.0,1970.0,,Northern Metropolitan,-37.64372,145.03761,148.0,3076.0,51.529411764705884,17.0
12301,Epping,2,u,291000.0,19.6,3076.0,2.0,1.0,1.0,,,Northern Metropolitan,-37.64888,145.02313,,3076.0,51.529411764705884,17.0
12302,Essendon,3,h,993000.0,7.5,3040.0,3.0,2.0,2.0,,,Western Metropolitan,-37.74635,144.9229,169.0,3040.0,114.14285714285714,56.0
12303,Ferntree Gully,4,h,820000.0,24.8,3156.0,4.0,2.0,2.0,1970.0,,Eastern Metropolitan,-37.88393,145.26225,,3156.0,125.27586206896552,29.0
12304,Ferntree Gully,3,h,797000.0,24.8,3156.0,3.0,2.0,1.0,1995.0,,Eastern Metropolitan,-37.89555,145.27625,145.0,3156.0,125.27586206896552,29.0
12305,Fitzroy,3,h,1750000.0,2.1,3065.0,3.0,1.0,,,,Northern Metropolitan,-37.79662,144.9791,,3065.0,153.84237726098192,387.0
12306,Flemington,3,h,820000.0,3.4,3031.0,3.0,1.0,0.0,1900.0,,Northern Metropolitan,-37.78449000000001,144.93482,98.0,3031.0,119.91489361702128,188.0
12307,Flemington,2,h,1225000.0,3.4,3031.0,2.0,1.0,1.0,1890.0,,Northern Metropolitan,-37.78363,144.92997,96.0,3031.0,119.91489361702128,188.0
12308,Footscray,2,h,800000.0,5.1,3011.0,2.0,1.0,2.0,1930.0,,Western Metropolitan,-37.79047,144.88289,123.0,3011.0,95.6010101010101,198.0
12309,Frankston,3,h,1010000.0,38.0,3199.0,3.0,2.0,2.0,1970.0,,South-Eastern Metropolitan,-38.1386,145.12142,125.0,3199.0,174.96116504854368,103.0
12310,Frankston South,4,h,830000.0,38.0,3199.0,4.0,1.0,4.0,1985.0,,South-Eastern Metropolitan,-38.16475,145.1345,158.0,3199.0,174.96116504854368,103.0
12311,Gisborne,3,h,690000.0,45.9,3437.0,3.0,2.0,2.0,,,Northern Victoria,-37.50624000000001,144.58133999999995,,,,
12312,Gisborne,4,h,780000.0,45.9,3437.0,4.0,3.0,2.0,1985.0,,Northern Victoria,-37.49674,144.62618,189.0,,,
12313,Gladstone Park,3,h,660000.0,12.9,3043.0,3.0,1.0,3.0,,,Western Metropolitan,-37.69271,144.891,,3043.0,114.82758620689656,29.0
12314,Gladstone Park,3,h,625000.0,12.9,3043.0,3.0,2.0,4.0,,,Western Metropolitan,-37.68899,144.88273,,3043.0,114.82758620689656,29.0
12315,Glen Iris,3,h,2200000.0,7.3,3146.0,3.0,2.0,2.0,1935.0,,Southern Metropolitan,-37.86578,145.06886,158.0,3146.0,135.83333333333334,72.0
12316,Glen Iris,5,h,3000000.0,7.3,3146.0,5.0,3.0,2.0,,,Southern Metropolitan,-37.85855,145.07775,,3146.0,135.83333333333334,72.0
12317,Glen Iris,2,t,965000.0,7.3,3146.0,2.0,2.0,1.0,,,Southern Metropolitan,-37.85698,145.04686,,3146.0,135.83333333333334,72.0
12318,Glen Waverley,4,h,1790000.0,16.7,3150.0,4.0,2.0,2.0,1970.0,,Eastern Metropolitan,-37.87738,145.18083,164.0,3150.0,124.02645502645503,189.0
12319,Glen Waverley,4,t,1170000.0,16.7,3150.0,4.0,3.0,2.0,1936.0,,Eastern Metropolitan,-37.89868,145.14635,,3150.0,124.02645502645503,189.0
12320,Glen Waverley,4,h,1320000.0,16.7,3150.0,4.0,2.0,5.0,,,Eastern Metropolitan,-37.90317,145.16607,,3150.0,124.02645502645503,189.0
12321,Glen Waverley,5,h,1320000.0,16.7,3150.0,5.0,3.0,3.0,,,Eastern Metropolitan,-37.89891,145.15341,,3150.0,124.02645502645503,189.0
12322,Glen Waverley,4,h,1152000.0,16.7,3150.0,4.0,2.0,2.0,,,Eastern Metropolitan,-37.87432,145.18766000000005,,3150.0,124.02645502645503,189.0
12323,Glenroy,3,h,932000.0,11.2,3046.0,3.0,1.0,1.0,,,Northern Metropolitan,-37.70234,144.92123,,3046.0,69.03333333333333,60.0
12324,Glenroy,2,h,605000.0,11.2,3046.0,2.0,1.0,2.0,1955.0,,Northern Metropolitan,-37.70175,144.93578,92.0,3046.0,69.03333333333333,60.0
12325,Greensborough,5,h,1000000.0,16.1,3088.0,5.0,2.0,2.0,1955.0,,Northern Metropolitan,-37.7008,145.09974,192.0,3088.0,68.36363636363636,11.0
12326,Hadfield,3,h,750000.0,11.2,3046.0,3.0,1.0,3.0,1970.0,,Northern Metropolitan,-37.70444000000001,144.95273999999995,104.0,3046.0,69.03333333333333,60.0
12327,Hampton,3,h,1850000.0,13.8,3188.0,3.0,1.0,2.0,,,Southern Metropolitan,-37.94435,145.00927,,3188.0,245.11267605633802,71.0
12328,Hawthorn,3,h,1670000.0,5.3,3122.0,3.0,3.0,2.0,,,Southern Metropolitan,-37.81753,145.01988,,3122.0,180.57065217391303,184.0
12329,Hawthorn East,3,h,2710000.0,6.2,3123.0,3.0,1.0,3.0,,,Southern Metropolitan,-37.82425,145.05552,,3123.0,151.2962962962963,81.0
12330,Hawthorn East,3,h,1768000.0,6.2,3123.0,3.0,2.0,2.0,,,Southern Metropolitan,-37.83277,145.04373,,3123.0,151.2962962962963,81.0
12331,Heathmont,4,h,1165000.0,21.3,3135.0,4.0,2.0,2.0,2016.0,,Eastern Metropolitan,-37.82507,145.24058,207.0,3135.0,104.11764705882354,17.0
12332,Heathmont,4,h,920000.0,21.3,3135.0,4.0,2.0,2.0,,,Eastern Metropolitan,-37.83481,145.23238999999995,,3135.0,104.11764705882354,17.0
12333,Heathmont,5,h,932000.0,21.3,3135.0,5.0,2.0,2.0,1980.0,,Eastern Metropolitan,-37.83145,145.22826,200.0,3135.0,104.11764705882354,17.0
12334,Heidelberg Heights,3,h,811000.0,8.8,3081.0,3.0,1.0,1.0,,,Eastern Metropolitan,-37.73799,145.0522,,3081.0,83.65789473684211,38.0
12335,Highett,4,h,1550000.0,16.0,3190.0,4.0,2.0,2.0,1960.0,,Southern Metropolitan,-37.94957,145.0246,187.0,3190.0,154.56410256410257,39.0
12336,Hillside,4,h,805000.0,18.0,3037.0,4.0,3.0,2.0,,,Western Metropolitan,-37.69144,144.74643,,3037.0,66.4375,16.0
12337,Hoppers Crossing,3,h,510000.0,18.4,3029.0,3.0,1.0,2.0,1975.0,,Western Metropolitan,-37.8835,144.68447,129.0,3029.0,76.15044247787611,113.0
12338,Hurstbridge,3,h,600000.0,26.1,3099.0,3.0,2.0,,,,Northern Victoria,-37.637,145.20166,,3099.0,136.0,10.0
