,Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,YearBuilt,CouncilArea,Regionname,Lattitude,Longtitude,BuildingArea
9248,Mount Waverley,2,u,720000.0,14.2,3149.0,2.0,1.0,1.0,,Monash,Eastern Metropolitan,-37.87135,145.14334,
9249,Mount Waverley,2,u,572000.0,14.2,3149.0,2.0,1.0,1.0,1970.0,Monash,Eastern Metropolitan,-37.87142,145.14503,
9250,Mount Waverley,3,h,1640000.0,14.2,3149.0,3.0,1.0,2.0,,Monash,Eastern Metropolitan,-37.86906,145.14394,
9251,Mount Waverley,3,t,1011000.0,14.2,3149.0,3.0,2.0,2.0,2001.0,Monash,Eastern Metropolitan,-37.8605,145.12853,135.0
9252,Mount Waverley,5,h,1450000.0,14.2,3149.0,5.0,2.0,2.0,,Monash,Eastern Metropolitan,-37.88409,145.12368999999995,
9253,Mulgrave,3,h,880000.0,18.8,3170.0,3.0,2.0,2.0,,Monash,South-Eastern Metropolitan,-37.92266,145.16733,
9254,Murrumbeena,3,h,1256000.0,10.1,3163.0,3.0,2.0,2.0,,Glen Eira,Southern Metropolitan,-37.90423,145.06168,
9255,Murrumbeena,1,u,330000.0,10.1,3163.0,1.0,1.0,1.0,,Glen Eira,Southern Metropolitan,-37.89166,145.06718,
9256,Murrumbeena,2,u,670000.0,10.1,3163.0,2.0,1.0,2.0,,Glen Eira,Southern Metropolitan,-37.89814000000001,145.07455,
9257,Murrumbeena,2,u,602000.0,10.1,3163.0,2.0,1.0,1.0,,Glen Eira,Southern Metropolitan,-37.88674,145.07234,
9258,Niddrie,4,h,1337000.0,10.4,3042.0,4.0,2.0,2.0,1955.0,Moonee Valley,Western Metropolitan,-37.74103,144.88496,254.0
9259,North Melbourne,2,h,970000.0,1.8,3051.0,2.0,1.0,0.0,1900.0,Melbourne,Northern Metropolitan,-37.79489,144.94207,66.0
9260,Northcote,3,h,1232000.0,5.3,3070.0,3.0,1.0,1.0,1900.0,Darebin,Northern Metropolitan,-37.76708,144.99624,
9261,Nunawading,4,t,950000.0,15.4,3131.0,4.0,2.0,2.0,,Whitehorse,Eastern Metropolitan,-37.81065,145.17309,
9262,Oak Park,2,u,460000.0,11.2,3046.0,2.0,1.0,1.0,,Moreland,Northern Metropolitan,-37.72326,144.91681,
9263,Oak Park,4,h,1138000.0,11.2,3046.0,4.0,2.0,2.0,1960.0,Moreland,Northern Metropolitan,-37.72001,144.91683,189.0
9264,Oakleigh,4,h,1410000.0,12.3,3166.0,4.0,2.0,2.0,,Monash,Southern Metropolitan,-37.9054,145.08669,
9265,Oakleigh,3,h,1245000.0,12.3,3166.0,3.0,1.0,1.0,,Monash,Southern Metropolitan,-37.90626,145.08653,
9266,Oakleigh East,2,h,1114000.0,12.3,3166.0,2.0,1.0,1.0,1960.0,Monash,Southern Metropolitan,-37.90241,145.12378,90.0
9267,Oakleigh East,3,u,740000.0,12.3,3166.0,3.0,1.0,1.0,2004.0,Monash,Southern Metropolitan,-37.89941,145.11523,90.0
9268,Oakleigh South,4,h,1120000.0,15.5,3167.0,4.0,2.0,2.0,1975.0,Kingston,South-Eastern Metropolitan,-37.93543,145.08408,161.0
9269,Oakleigh South,3,h,945000.0,15.5,3167.0,3.0,1.0,2.0,,Kingston,South-Eastern Metropolitan,-37.93646,145.08728,
9270,Ormond,1,u,280000.0,11.4,3204.0,1.0,1.0,1.0,1975.0,Glen Eira,Southern Metropolitan,-37.90296,145.04637,33.0
9271,Ormond,2,u,485000.0,11.4,3204.0,2.0,1.0,1.0,2012.0,Glen Eira,Southern Metropolitan,-37.90335,145.03718,72.0
9272,Parkdale,3,h,1315000.0,21.5,3195.0,3.0,2.0,2.0,1950.0,Kingston,South-Eastern Metropolitan,-37.99544,145.08727,197.0
9273,Parkville,3,u,1770000.0,1.8,3052.0,3.0,2.0,1.0,1999.0,Melbourne,Northern Metropolitan,-37.78212,144.95755,70.0
9274,Pascoe Vale,3,u,630000.0,8.5,3044.0,3.0,1.0,1.0,,Moreland,Northern Metropolitan,-37.72737,144.94593,
9275,Port Melbourne,3,u,1725000.0,3.5,3207.0,3.0,2.0,2.0,2000.0,Port Phillip,Southern Metropolitan,-37.8429,144.94487,189.0
9276,Port Melbourne,3,h,1325000.0,3.5,3207.0,3.0,2.0,2.0,,Port Phillip,Southern Metropolitan,-37.83522,144.93471,
9277,Port Melbourne,2,u,625000.0,3.5,3207.0,2.0,1.0,1.0,,Port Phillip,Southern Metropolitan,-37.84432,144.94371999999996,
9278,Port Melbourne,2,u,665000.0,3.5,3207.0,2.0,2.0,1.0,2010.0,Port Phillip,Southern Metropolitan,-37.84096,144.93791000000004,81.0
9279,Prahran,3,h,1400000.0,4.6,3181.0,3.0,2.0,0.0,1880.0,Stonnington,Southern Metropolitan,-37.84957,144.9889,138.0
9280,Preston,3,h,850000.0,8.4,3072.0,3.0,1.0,2.0,,Darebin,Northern Metropolitan,-37.7383,145.02348999999995,
9281,Preston,5,h,1400000.0,8.4,3072.0,5.0,2.0,2.0,1925.0,Darebin,Northern Metropolitan,-37.73472,144.99658,217.0
9282,Preston,3,h,930000.0,8.4,3072.0,3.0,1.0,0.0,,Darebin,Northern Metropolitan,-37.7377,144.98781,
9283,Preston,4,h,830000.0,8.4,3072.0,4.0,1.0,2.0,1965.0,Darebin,Northern Metropolitan,-37.73935,145.01516999999996,540.0
9284,Preston,3,h,881000.0,8.4,3072.0,3.0,1.0,2.0,1930.0,Darebin,Northern Metropolitan,-37.73912,145.01298,115.0
9285,Preston,3,u,660000.0,8.4,3072.0,3.0,1.0,1.0,1995.0,Darebin,Northern Metropolitan,-37.73506,145.03169,
9286,Preston,3,h,945000.0,8.4,3072.0,3.0,1.0,2.0,1940.0,Darebin,Northern Metropolitan,-37.74946,145.00875,120.0
9287,Preston,3,h,1210000.0,8.4,3072.0,3.0,2.0,2.0,1920.0,Darebin,Northern Metropolitan,-37.74794,144.99111000000005,126.0
9288,Preston,3,h,970000.0,8.4,3072.0,3.0,1.0,1.0,1950.0,Darebin,Northern Metropolitan,-37.74818,144.99825,
9289,Preston,2,u,465000.0,8.4,3072.0,2.0,1.0,1.0,,Darebin,Northern Metropolitan,-37.73311,145.03552,169.0
9290,Preston,3,h,725000.0,8.4,3072.0,3.0,1.0,2.0,1950.0,Darebin,Northern Metropolitan,-37.73314,145.03437,94.0
9291,Preston,3,h,990000.0,8.4,3072.0,3.0,1.0,1.0,,Darebin,Northern Metropolitan,-37.74258,144.99309,
9292,Preston,3,h,972500.0,8.4,3072.0,3.0,1.0,1.0,1930.0,Darebin,Northern Metropolitan,-37.73443,145.00201,103.0
9293,Preston,3,h,955000.0,8.4,3072.0,3.0,1.0,1.0,2000.0,Darebin,Northern Metropolitan,-37.74739,145.00933999999995,123.0
9294,Princes Hill,3,h,1900000.0,3.5,3054.0,3.0,1.0,0.0,1910.0,Yarra,Northern Metropolitan,-37.78251,144.96817,194.0
9295,Reservoir,4,h,1100000.0,12.0,3073.0,4.0,2.0,2.0,,Darebin,Northern Metropolitan,-37.72787,144.99423000000004,
9296,Reservoir,5,h,1266000.0,12.0,3073.0,5.0,2.0,2.0,1990.0,Darebin,Northern Metropolitan,-37.7296,145.00714,
9297,Reservoir,3,h,1040000.0,12.0,3073.0,3.0,2.0,1.0,,Darebin,Northern Metropolitan,-37.72499000000001,145.00038,
9298,Reservoir,2,h,888000.0,12.0,3073.0,2.0,1.0,2.0,,Darebin,Northern Metropolitan,-37.71086,145.01629,
9299,Reservoir,2,t,521000.0,12.0,3073.0,2.0,1.0,1.0,2009.0,Darebin,Northern Metropolitan,-37.7106,145.00177,94.0
9300,Reservoir,3,h,857700.0,12.0,3073.0,3.0,1.0,1.0,1930.0,Darebin,Northern Metropolitan,-37.72589,144.99681,116.0
9301,Reservoir,3,t,642500.0,12.0,3073.0,3.0,2.0,2.0,2010.0,Darebin,Northern Metropolitan,-37.71064000000001,145.01067,140.0
9302,Richmond,3,h,1676000.0,2.4,3121.0,3.0,1.0,1.0,,Yarra,Northern Metropolitan,-37.8239,145.0022,
9303,Richmond,4,h,1400000.0,2.4,3121.0,4.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.82503,144.99967,
9304,Richmond,3,h,1301000.0,2.4,3121.0,3.0,1.0,1.0,1990.0,Yarra,Northern Metropolitan,-37.82434,145.00489,
9305,Richmond,2,u,575000.0,2.4,3121.0,2.0,1.0,1.0,1960.0,Yarra,Northern Metropolitan,-37.82046,144.99398,66.0
9306,Ringwood,3,u,766000.0,19.9,3134.0,3.0,1.0,2.0,,Maroondah,Eastern Metropolitan,-37.80905,145.23533999999995,
9307,Ringwood East,4,h,910000.0,21.3,3135.0,4.0,1.0,2.0,1965.0,Maroondah,Eastern Metropolitan,-37.81656,145.24247,179.0
9308,Ringwood East,4,h,1200000.0,21.3,3135.0,4.0,1.0,1.0,1960.0,Maroondah,Eastern Metropolitan,-37.81186,145.25419,151.0
9309,Rosanna,2,u,675000.0,8.9,3084.0,2.0,1.0,1.0,,Banyule,Eastern Metropolitan,-37.74427,145.06293,
9310,Rowville,3,h,622000.0,23.5,3178.0,3.0,1.0,1.0,,Knox,South-Eastern Metropolitan,-37.91655,145.26933,
9311,Roxburgh Park,3,h,425000.0,20.6,3064.0,3.0,2.0,2.0,1996.0,Hume,Northern Metropolitan,-37.63382,144.92774,141.0
9312,Sandringham,4,t,2300000.0,15.2,3191.0,4.0,2.0,2.0,1940.0,Bayside,Southern Metropolitan,-37.95326,145.01779,166.0
9313,Sandringham,3,h,1710000.0,15.2,3191.0,3.0,2.0,0.0,1920.0,Bayside,Southern Metropolitan,-37.94785,145.01467,150.0
9314,Sandringham,4,t,2221000.0,15.2,3191.0,4.0,2.0,2.0,2000.0,Bayside,Southern Metropolitan,-37.95372,145.00608,235.0
9315,Seabrook,3,h,515000.0,15.5,3028.0,3.0,1.0,2.0,1985.0,Hobsons Bay,Western Metropolitan,-37.87793,144.75626,98.0
9316,Seaford,3,h,540000.0,35.4,3198.0,3.0,1.0,2.0,1960.0,Frankston,South-Eastern Metropolitan,-38.11014,145.14336,96.0
9317,Seaholme,3,h,1360000.0,11.0,3018.0,3.0,2.0,6.0,1970.0,Hobsons Bay,Western Metropolitan,-37.8642,144.84257,127.8
9318,Seddon,3,h,1180000.0,5.1,3011.0,3.0,1.0,0.0,1910.0,Maribyrnong,Western Metropolitan,-37.80779,144.88887,124.0
9319,South Kingsville,3,h,790000.0,6.2,3015.0,3.0,2.0,2.0,2003.0,Hobsons Bay,Western Metropolitan,-37.83137,144.86731,129.0
9320,South Melbourne,2,u,805000.0,1.9,3205.0,2.0,2.0,2.0,,Port Phillip,Southern Metropolitan,-37.83715,144.96716999999995,
9321,South Melbourne,2,u,530000.0,1.9,3205.0,2.0,1.0,1.0,2012.0,Port Phillip,Southern Metropolitan,-37.83406,144.97131000000005,52.0
9322,South Morang,4,h,915000.0,20.5,3752.0,4.0,3.0,2.0,2005.0,Whittlesea,Northern Metropolitan,-37.63485,145.07272,410.0
9323,South Morang,3,h,644000.0,20.5,3752.0,3.0,2.0,4.0,2007.0,Whittlesea,Northern Metropolitan,-37.64215,145.08584,160.0
9324,South Morang,5,h,905000.0,20.5,3752.0,5.0,5.0,3.0,2010.0,Whittlesea,Northern Metropolitan,-37.6236,145.10629,270.0
9325,South Yarra,2,u,800000.0,2.7,3141.0,2.0,2.0,1.0,2014.0,Stonnington,Southern Metropolitan,-37.84712,144.99967,73.0
9326,South Yarra,2,h,2210000.0,2.7,3141.0,2.0,2.0,1.0,1890.0,Melbourne,Southern Metropolitan,-37.83554,144.97956000000005,133.0
9327,South Yarra,3,h,1400000.0,2.7,3141.0,3.0,1.0,1.0,1993.0,Stonnington,Southern Metropolitan,-37.84497,144.99781000000004,132.0
9328,South Yarra,3,u,805000.0,2.7,3141.0,3.0,1.0,1.0,1970.0,Stonnington,Southern Metropolitan,-37.83849,144.99948,
9329,South Yarra,3,u,2400000.0,2.7,3141.0,3.0,2.0,1.0,1940.0,Melbourne,Southern Metropolitan,-37.8369,144.98514,
9330,South Yarra,2,u,535000.0,2.7,3141.0,0.0,1.0,1.0,1970.0,Stonnington,Southern Metropolitan,-37.84468,145.00368,63.0
9331,Southbank,1,u,422000.0,0.7,3006.0,1.0,1.0,1.0,2010.0,Melbourne,Southern Metropolitan,-37.83014,144.96967,51.0
9332,Southbank,2,u,590000.0,0.7,3006.0,2.0,2.0,1.0,2009.0,Melbourne,Southern Metropolitan,-37.82586,144.957,
9333,St Kilda,2,u,586500.0,5.0,3182.0,2.0,1.0,1.0,,Port Phillip,Southern Metropolitan,-37.86506,144.97777,
9334,St Kilda,1,u,451000.0,5.0,3182.0,1.0,1.0,1.0,,Port Phillip,Southern Metropolitan,-37.85705,144.98699,
9335,Strathmore,5,h,1780000.0,8.2,3041.0,5.0,3.0,6.0,,Moonee Valley,Western Metropolitan,-37.7377,144.91896,
9336,Strathmore,2,h,790000.0,8.2,3041.0,2.0,2.0,1.0,1990.0,Moonee Valley,Western Metropolitan,-37.73519,144.92373999999995,120.0
9337,Sunbury,3,h,455000.0,31.7,3429.0,3.0,2.0,2.0,,Hume,Western Metropolitan,-37.57456,144.71548,
9338,Sunbury,3,h,410000.0,31.7,3429.0,3.0,2.0,2.0,1980.0,Hume,Western Metropolitan,-37.57686,144.71023,140.0
9339,Sunshine,3,h,775000.0,10.5,3020.0,3.0,2.0,3.0,,Brimbank,Western Metropolitan,-37.79067,144.83803999999995,
9340,Sunshine North,3,h,690500.0,10.5,3020.0,3.0,1.0,0.0,,Brimbank,Western Metropolitan,-37.7756,144.84235,
9341,Sunshine West,3,h,520000.0,10.5,3020.0,3.0,2.0,2.0,,Brimbank,Western Metropolitan,-37.79414000000001,144.81855,
9342,Surrey Hills,2,u,740000.0,10.2,3127.0,2.0,1.0,2.0,1970.0,Whitehorse,Southern Metropolitan,-37.83275,145.1055,80.0
9343,Taylors Hill,3,h,680000.0,18.0,3037.0,3.0,2.0,2.0,2005.0,Melton,Western Metropolitan,-37.71594,144.7415,231.0
9344,Taylors Lakes,3,h,790500.0,15.5,3038.0,3.0,2.0,2.0,,Brimbank,Western Metropolitan,-37.6943,144.78187,
9345,Taylors Lakes,3,h,695000.0,15.5,3038.0,3.0,2.0,2.0,1990.0,Brimbank,Western Metropolitan,-37.69408,144.77861,
9346,Taylors Lakes,5,h,805000.0,15.5,3038.0,5.0,2.0,2.0,,Brimbank,Western Metropolitan,-37.69403,144.79418,
9347,Templestowe,3,h,1350000.0,15.5,3106.0,3.0,2.0,2.0,1975.0,Manningham,Eastern Metropolitan,-37.75289,145.12826,188.0
9348,Templestowe Lower,4,t,1010000.0,12.4,3107.0,4.0,3.0,2.0,2013.0,Manningham,Eastern Metropolitan,-37.76577,145.10728999999995,198.0
9349,Thomastown,3,h,580000.0,15.3,3074.0,3.0,1.0,2.0,,Whittlesea,Northern Metropolitan,-37.68484,145.0072,
9350,Thomastown,4,h,653000.0,15.3,3074.0,4.0,1.0,4.0,,Whittlesea,Northern Metropolitan,-37.68136,144.99479,
9351,Thomastown,3,h,740000.0,15.3,3074.0,3.0,2.0,2.0,1983.0,Whittlesea,Northern Metropolitan,-37.68403,144.99246000000005,152.0
9352,Thornbury,2,u,493000.0,7.0,3071.0,2.0,1.0,1.0,1970.0,Darebin,Northern Metropolitan,-37.75257,145.00279,65.0
9353,Thornbury,3,h,1240000.0,7.0,3071.0,3.0,1.0,1.0,,Darebin,Northern Metropolitan,-37.75915,145.01043,
9354,Thornbury,2,h,1010000.0,7.0,3071.0,2.0,1.0,0.0,,Darebin,Northern Metropolitan,-37.75789,145.00136,
9355,Thornbury,4,h,1626000.0,7.0,3071.0,4.0,1.0,2.0,1925.0,Darebin,Northern Metropolitan,-37.75231,144.99023,120.0
9356,Toorak,1,u,550000.0,4.1,3142.0,1.0,1.0,1.0,1965.0,Stonnington,Southern Metropolitan,-37.83732,145.01164,64.0
9357,Toorak,3,u,2000000.0,4.1,3142.0,3.0,2.0,2.0,,Stonnington,Southern Metropolitan,-37.84212,145.01346,
9358,Toorak,2,u,751000.0,4.1,3142.0,2.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.83872,145.01452,
9359,Toorak,2,u,682000.0,4.1,3142.0,2.0,1.0,1.0,1975.0,Stonnington,Southern Metropolitan,-37.84301,145.02641,60.0
9360,Tullamarine,2,t,355000.0,12.9,3043.0,2.0,1.0,1.0,,Hume,Western Metropolitan,-37.68837,144.87122,
9361,Vermont,4,h,1270000.0,17.2,3133.0,4.0,2.0,2.0,,Whitehorse,Eastern Metropolitan,-37.83944,145.18641000000005,
9362,Vermont,4,t,975000.0,17.2,3133.0,4.0,2.0,2.0,2008.0,Whitehorse,Eastern Metropolitan,-37.83368,145.20408999999995,207.0
9363,Vermont,3,t,820000.0,17.2,3133.0,3.0,2.0,2.0,2016.0,Whitehorse,Eastern Metropolitan,-37.83581,145.19802,125.0
9364,Vermont South,3,u,750000.0,17.2,3133.0,3.0,2.0,1.0,,Whitehorse,Eastern Metropolitan,-37.85732,145.19195,
9365,Wantirna,2,h,1280000.0,14.7,3152.0,2.0,1.0,0.0,,Knox,Eastern Metropolitan,-37.839,145.22143,
9366,Warrandyte,3,h,1200000.0,21.1,3113.0,3.0,1.0,0.0,,Manningham,Eastern Metropolitan,-37.74135,145.22405,
9367,Watsonia North,3,h,655000.0,14.5,3087.0,3.0,2.0,1.0,2005.0,Banyule,Northern Metropolitan,-37.7004,145.09033,116.0
9368,Werribee,3,h,531000.0,14.7,3030.0,3.0,2.0,1.0,,Wyndham,Western Metropolitan,-37.89568,144.65733,
9369,Werribee,3,h,490000.0,14.7,3030.0,3.0,2.0,4.0,,Wyndham,Western Metropolitan,-37.90811,144.64373,
9370,Werribee,3,h,472000.0,14.7,3030.0,3.0,1.0,0.0,1950.0,Wyndham,Western Metropolitan,-37.89363,144.65693000000005,151.0
9371,Werribee,3,h,467000.0,14.7,3030.0,3.0,2.0,1.0,2008.0,Wyndham,Western Metropolitan,-37.89347,144.66679,137.0
9372,Werribee,2,u,302500.0,14.7,3030.0,2.0,1.0,2.0,,Wyndham,Western Metropolitan,-37.88275,144.66661000000005,
9373,Werribee,5,h,750000.0,14.7,3030.0,5.0,2.0,2.0,,Wyndham,Western Metropolitan,-37.89407,144.67723999999995,
9374,Werribee,3,h,390000.0,14.7,3030.0,3.0,1.0,2.0,1987.0,Wyndham,Western Metropolitan,-37.90111,144.63302,109.0
9375,West Footscray,3,h,1155000.0,6.4,3012.0,3.0,2.0,1.0,1920.0,Maribyrnong,Western Metropolitan,-37.79369000000001,144.87511,123.0
9376,West Footscray,2,u,480000.0,6.4,3012.0,2.0,1.0,1.0,,Maribyrnong,Western Metropolitan,-37.80029,144.87859,
9377,West Footscray,3,h,1100000.0,6.4,3012.0,3.0,2.0,3.0,1945.0,Maribyrnong,Western Metropolitan,-37.79194,144.87143999999995,106.4
9378,West Melbourne,2,u,792000.0,3.1,3003.0,2.0,1.0,1.0,,Melbourne,Northern Metropolitan,-37.80823,144.95452,
9379,Westmeadows,3,h,540000.0,16.5,3049.0,3.0,1.0,2.0,1975.0,Hume,Northern Metropolitan,-37.67949,144.88349,122.0
9380,Wheelers Hill,4,h,1171000.0,16.7,3150.0,4.0,2.0,3.0,1968.0,Monash,South-Eastern Metropolitan,-37.92024,145.18049,163.0
9381,Wheelers Hill,3,h,1408000.0,16.7,3150.0,3.0,2.0,1.0,,Monash,South-Eastern Metropolitan,-37.90618,145.16995,
9382,Williamstown,3,h,1494000.0,6.8,3016.0,3.0,1.0,0.0,,Hobsons Bay,Western Metropolitan,-37.8649,144.89524,
9383,Williamstown,5,h,2760000.0,6.8,3016.0,5.0,2.0,2.0,,Hobsons Bay,Western Metropolitan,-37.86253,144.88748,
9384,Williamstown,3,h,1285000.0,6.8,3016.0,3.0,2.0,3.0,,Hobsons Bay,Western Metropolitan,-37.86148,144.88303,
9385,Williamstown,4,h,1900000.0,6.8,3016.0,4.0,2.0,1.0,1998.0,Hobsons Bay,Western Metropolitan,-37.86409,144.88224,311.0
9386,Williamstown,3,h,950000.0,6.8,3016.0,3.0,1.0,0.0,,Hobsons Bay,Western Metropolitan,-37.8561,144.90028,
9387,Yallambie,5,h,1670000.0,12.7,3085.0,5.0,3.0,2.0,2012.0,Banyule,Northern Metropolitan,-37.71992,145.0988,315.0
9388,Yarraville,2,h,950000.0,6.3,3013.0,2.0,1.0,0.0,1900.0,Maribyrnong,Western Metropolitan,-37.81956,144.89054,79.0
9389,Yarraville,3,h,1225000.0,6.3,3013.0,3.0,1.0,0.0,,Maribyrnong,Western Metropolitan,-37.81493,144.88974,
9390,Abbotsford,2,u,480000.0,3.0,3067.0,2.0,1.0,1.0,1970.0,Yarra,Northern Metropolitan,-37.80915,145.00066,64.0
9391,Abbotsford,2,u,750000.0,3.0,3067.0,2.0,1.0,1.0,2013.0,Yarra,Northern Metropolitan,-37.80554,144.99612,69.0
9392,Airport West,3,t,730000.0,10.4,3042.0,3.0,1.0,2.0,2010.0,Moonee Valley,Western Metropolitan,-37.72893,144.88859,124.0
9393,Albion,4,h,820000.0,10.5,3020.0,4.0,2.0,1.0,1950.0,Brimbank,Western Metropolitan,-37.77967,144.81275,127.0
9394,Alphington,3,h,1650000.0,5.7,3078.0,3.0,1.0,2.0,,Darebin,Northern Metropolitan,-37.77824,145.02541000000005,
9395,Alphington,4,h,2750000.0,5.7,3078.0,4.0,3.0,4.0,,Darebin,Northern Metropolitan,-37.7727,145.03079,
9396,Altona,3,h,853000.0,11.0,3018.0,3.0,1.0,1.0,,Hobsons Bay,Western Metropolitan,-37.86494,144.8157,
9397,Altona,3,u,670000.0,11.0,3018.0,3.0,2.0,1.0,1988.0,Hobsons Bay,Western Metropolitan,-37.86066,144.82013,88.0
9398,Altona,3,t,765000.0,11.0,3018.0,3.0,2.0,2.0,2007.0,Hobsons Bay,Western Metropolitan,-37.86837,144.81502,139.0
9399,Altona Meadows,3,h,820000.0,15.5,3028.0,3.0,2.0,2.0,,Hobsons Bay,Western Metropolitan,-37.88893,144.7866,
9400,Altona North,3,h,870000.0,9.4,3025.0,3.0,1.0,4.0,1950.0,Hobsons Bay,Western Metropolitan,-37.8399,144.86228,560.0
9401,Armadale,2,u,595000.0,6.3,3143.0,2.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.86048,145.01498,
9403,Armadale,2,h,1550000.0,6.3,3143.0,2.0,1.0,0.0,,Stonnington,Southern Metropolitan,-37.85068,145.01578999999995,
9404,Ascot Vale,4,h,1750000.0,4.3,3032.0,4.0,2.0,1.0,1910.0,Moonee Valley,Western Metropolitan,-37.77459,144.92993,249.0
9405,Ascot Vale,4,h,1400000.0,4.3,3032.0,4.0,1.0,3.0,1910.0,Moonee Valley,Western Metropolitan,-37.77352,144.92188000000004,
9406,Ascot Vale,3,h,1230000.0,4.3,3032.0,3.0,1.0,1.0,,Moonee Valley,Western Metropolitan,-37.77279,144.91732,
9407,Ashburton,4,h,2170000.0,10.2,3147.0,4.0,2.0,2.0,,Boroondara,Southern Metropolitan,-37.86015,145.07735,
9408,Ashwood,4,h,1680000.0,10.2,3147.0,4.0,3.0,3.0,1958.0,Monash,Southern Metropolitan,-37.85842,145.10288,194.0
9409,Ashwood,3,h,1650000.0,10.2,3147.0,3.0,1.0,2.0,,Monash,Southern Metropolitan,-37.86572,145.09763,
9410,Ashwood,3,h,860000.0,10.2,3147.0,3.0,2.0,2.0,1990.0,Monash,Southern Metropolitan,-37.87105,145.10198,115.0
9411,Avondale Heights,2,h,1085000.0,9.5,3034.0,2.0,1.0,3.0,,Moonee Valley,Western Metropolitan,-37.76654,144.86469,
9412,Avondale Heights,3,h,750000.0,9.5,3034.0,3.0,1.0,1.0,1965.0,Moonee Valley,Western Metropolitan,-37.75986,144.85886000000005,30.0
9413,Balwyn,3,h,2380000.0,7.9,3103.0,3.0,2.0,2.0,1938.0,Boroondara,Southern Metropolitan,-37.80648,145.08274,278.0
9414,Balwyn,1,h,2100000.0,7.9,3103.0,1.0,1.0,1.0,2016.0,Boroondara,Southern Metropolitan,-37.80292,145.06423999999996,303.0
9416,Balwyn North,3,t,1557000.0,9.7,3104.0,3.0,2.0,2.0,2010.0,Boroondara,Southern Metropolitan,-37.80259,145.09878,181.0
9417,Balwyn North,3,u,1420000.0,9.7,3104.0,3.0,2.0,2.0,,Boroondara,Southern Metropolitan,-37.79673,145.06853,
9418,Balwyn North,4,h,2444000.0,9.7,3104.0,4.0,2.0,2.0,,Boroondara,Southern Metropolitan,-37.79486,145.08728,
9419,Balwyn North,4,h,2050000.0,9.7,3104.0,4.0,1.0,1.0,1950.0,Boroondara,Southern Metropolitan,-37.79284000000001,145.10082,152.0
9420,Balwyn North,4,h,1926000.0,9.7,3104.0,4.0,2.0,2.0,,Boroondara,Southern Metropolitan,-37.79836,145.10111,
9421,Balwyn North,3,h,1490000.0,9.7,3104.0,3.0,1.0,2.0,,Boroondara,Southern Metropolitan,-37.78327,145.07709,
9422,Bayswater,2,u,520000.0,23.2,3153.0,2.0,1.0,1.0,1970.0,Knox,Eastern Metropolitan,-37.83777,145.26345,76.0
9423,Bayswater,4,h,925000.0,23.2,3153.0,4.0,1.0,10.0,1966.0,Knox,Eastern Metropolitan,-37.84688,145.25632,128.0
9424,Bayswater North,3,h,616000.0,23.2,3153.0,3.0,2.0,0.0,1999.0,Maroondah,Eastern Metropolitan,-37.82273,145.27323,115.0
9425,Bentleigh,4,h,2700000.0,11.4,3204.0,4.0,4.0,2.0,1935.0,Glen Eira,Southern Metropolitan,-37.91888,145.04775,156.0
9426,Bentleigh,3,h,1116000.0,11.4,3204.0,3.0,1.0,2.0,1930.0,Glen Eira,Southern Metropolitan,-37.91928,145.03381000000005,
9427,Bentleigh,3,h,1573000.0,11.4,3204.0,3.0,1.0,2.0,,Glen Eira,Southern Metropolitan,-37.91855,145.02628,
9428,Bentleigh East,3,h,1316000.0,13.8,3165.0,3.0,1.0,1.0,1958.0,Glen Eira,Southern Metropolitan,-37.92463,145.06051000000005,
9429,Bentleigh East,3,h,1617000.0,13.8,3165.0,3.0,1.0,2.0,,Glen Eira,Southern Metropolitan,-37.91905,145.05597,
9430,Bentleigh East,3,t,950000.0,13.8,3165.0,3.0,2.0,2.0,,Glen Eira,Southern Metropolitan,-37.9217,145.0733,
9431,Bentleigh East,3,h,1525000.0,13.8,3165.0,3.0,1.0,3.0,1940.0,Glen Eira,Southern Metropolitan,-37.9178,145.05414,128.0
9432,Bentleigh East,4,h,1330000.0,13.8,3165.0,4.0,2.0,2.0,1950.0,Glen Eira,Southern Metropolitan,-37.91503,145.07997,191.0
9433,Bentleigh East,3,t,850000.0,13.8,3165.0,3.0,2.0,1.0,,Glen Eira,Southern Metropolitan,-37.91847,145.08101000000005,
9434,Bentleigh East,3,h,1228000.0,13.8,3165.0,3.0,1.0,2.0,,Glen Eira,Southern Metropolitan,-37.91943,145.06801000000004,
9435,Berwick,4,h,608500.0,35.2,3806.0,4.0,2.0,2.0,1995.0,Casey,Eastern Victoria,-38.05379,145.34803,168.01
9436,Black Rock,2,u,879000.0,17.3,3193.0,2.0,1.0,1.0,1970.0,Bayside,Southern Metropolitan,-37.96341,145.01735,88.0
9437,Blackburn,3,h,1112000.0,13.4,3130.0,3.0,1.0,3.0,,Whitehorse,Eastern Metropolitan,-37.83107,145.14343,
9438,Blackburn,2,h,1425000.0,13.4,3130.0,2.0,1.0,1.0,,Whitehorse,Eastern Metropolitan,-37.81561,145.15365,
9439,Blackburn North,3,h,1001000.0,13.4,3130.0,3.0,1.0,1.0,,Whitehorse,Eastern Metropolitan,-37.802,145.15828,
